genre,count,movies_of_genre,my_rating,avg_rating,diff_rating
Adventure,135,"['Star Wars', 'The Empire Strikes Back', 'Return of the Jedi', 'The Martian', 'Inside Out', 'The Hunger Games: Mockingjay Part 2', 'Ant-Man', 'Spectre', 'The Incredibles', 'The Avengers', 'Avengers: Age of Ultron', 'Jurassic Park', 'Interstellar', '127 Hours', 'Cars', 'The Hunger Games', 'Pacific Rim', 'Iron Man 3', 'Frozen', 'The Hobbit: The Desolation of Smaug', 'Guardians of the Galaxy', 'Captain America: The Winter Soldier', 'Finding Nemo', 'Star Wars: The Force Awakens', 'Battleship', 'Kingsman: The Secret Service', 'Big Hero 6', 'Deadpool', 'The Swan Princess', 'How to Train Your Dragon', 'How to Train Your Dragon 2', 'Dogma', 'The Jungle Book', 'The Wizard of Oz', 'Ratchet & Clank', 'Captain America: Civil War', 'Warcraft', 'Finding Dory', 'Jaws', 'Jason Bourne', 'Captain Fantastic', 'Doctor Strange', 'Hardcore Henry', 'Fantastic Beasts and Where to Find Them', '2001: A Space Odyssey', 'Fear and Loathing in Las Vegas', 'Rogue One: A Star Wars Story', ""Assassin's Creed"", 'Inception', 'The Great Escape', 'The Hobbit: An Unexpected Journey', 'Gold', 'Guardians of the Galaxy Vol. 2', 'Prometheus', 'Okja', 'Kingsman: The Golden Circle', 'Predator', 'Moana', 'Star Wars: The Last Jedi', 'Starship Troopers', 'Independence Day', 'Avengers: Infinity War', 'Romancing the Stone', 'The Goonies', 'Deadpool 2', 'Ready Player One', 'O Brother, Where Art Thou?', 'Easy Rider', 'The Road', 'Hunt for the Wilderpeople', 'Train to Busan', 'The Abyss', 'Big Trouble in Little China', 'Star Wars: Episode I – The Phantom Menace', 'Harold & Kumar Go to White Castle', 'Star Wars: The Rise of Skywalker', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Lego Movie', 'Valerian and the City of a Thousand Planets', 'The Night Before', 'The Road to El Dorado', ""Bill & Ted's Excellent Adventure"", 'The Mummy', 'Raya and the Last Dragon', 'The Mask of Zorro', 'Onward', 'Dune (1984)', 'Dune', 'Spider-Man: Homecoming', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home', 'RRR', 'Spider-Man: Into the Spider-Verse', 'Star Trek III: The Search for Spock', 'Back to the Future', 'Star Trek IV: The Voyage Home', 'The Day After Tomorrow', 'Star Trek V: The Final Frontier', 'Barbie', 'Star Trek VI: The Undiscovered Country', 'Star Trek: The Motion Picture', 'Iron Man', 'Paddington', 'Avengers: Endgame', 'Paddington 2', 'Porco Rosso', 'Guardians of the Galaxy Vol. 3', 'Master and Commander: The Far Side of the World', 'Dune: Part Two', 'Shrek', 'Idiocracy', 'The Lord of the Rings: The Fellowship of the Ring', 'Snakes on a Plane', 'Everything Everywhere All at Once', 'Tenacious D in The Pick of Destiny', 'Hot Tub Time Machine', 'Toy Story', 'Swiss Army Man', 'E.T. the Extra-Terrestrial', 'The Wild Robot', 'Inside Out 2', 'Raiders of the Lost Ark', 'Flow', 'Chicken Run: Dawn of the Nugget', 'Black Panther', 'Gladiator', 'Mickey 17', 'Super Mario Bros.', ""Howl's Moving Castle"", 'The Secret Life of Walter Mitty', ""The Emperor's New Groove"", 'Up', 'Free Solo', 'The Rock']",3.21,3.62,-0.41
ScienceFiction,128,"['Star Wars', 'The Empire Strikes Back', 'Return of the Jedi', 'The Martian', 'Ex Machina', 'The Hunger Games: Mockingjay Part 2', 'Ant-Man', 'The Matrix', 'Children of Men', 'The Avengers', 'Avengers: Age of Ultron', 'Jurassic Park', 'Interstellar', 'The Hunger Games', 'Gravity', 'Pacific Rim', 'Iron Man 3', 'Guardians of the Galaxy', 'Captain America: The Winter Soldier', 'Edge of Tomorrow', 'Star Wars: The Force Awakens', 'Battleship', 'Iron Sky', 'Lazer Team', 'Big Hero 6', 'Captain America: Civil War', 'Hardcore Henry', '2001: A Space Odyssey', 'Rogue One: A Star Wars Story', ""Assassin's Creed"", 'Inception', 'Gattaca', 'Blade Runner', 'Eternal Sunshine of the Spotless Mind', 'Alien', 'My Super Ex-Girlfriend', 'Logan', 'Guardians of the Galaxy Vol. 2', 'Aliens', 'District 9', 'Alien³', 'Alien Resurrection', 'Prometheus', 'War for the Planet of the Apes', 'Okja', 'The Terminator', 'Terminator 2: Judgment Day', 'Alien: Covenant', 'Event Horizon', 'Poultrygeist: Night of the Chicken Dead', 'Thor: Ragnarok', 'Predator', 'Star Wars: The Last Jedi', 'The Thing', 'Starship Troopers', 'Disaster Movie', 'Independence Day', 'Annihilation', 'Avengers: Infinity War', 'Ready Player One', 'Enemy Mine', 'Akira', 'Lucy', 'Black Mirror: Bandersnatch', 'The Abyss', 'A Scanner Darkly', 'Star Wars: Episode I – The Phantom Menace', 'High Life', 'Weird Science', 'Soylent Green', 'Brazil', 'Cube', 'Ad Astra', 'Moon', 'Replicas', 'Eraserhead', 'Star Wars: The Rise of Skywalker', 'Sand Sharks', 'The Prestige', 'Overlord', 'Tenet', 'Blade Runner 2049', 'Stalker', 'Valerian and the City of a Thousand Planets', 'The Midnight Sky', 'RoboCop', ""Bill & Ted's Excellent Adventure"", 'Outland', 'Arrival', 'Her', ""The World's End"", 'Dune (1984)', 'Dune', 'Spider-Man: Homecoming', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home', 'Melancholia', 'The Host', 'Spider-Man: Into the Spider-Verse', 'Star Trek III: The Search for Spock', 'Back to the Future', 'Star Trek IV: The Voyage Home', 'The Day After Tomorrow', 'Star Trek V: The Final Frontier', 'Nope', 'Star Trek VI: The Undiscovered Country', 'Star Trek: The Motion Picture', 'Iron Man', ""I'm Your Man"", 'Avengers: Endgame', 'Guardians of the Galaxy Vol. 3', 'Poor Things', 'Dune: Part Two', 'Idiocracy', 'Everything Everywhere All at Once', 'Hot Tub Time Machine', 'The Substance', 'E.T. the Extra-Terrestrial', 'The Wild Robot', 'The Rocky Horror Picture Show', 'Black Panther', 'Mickey 17', 'Companion', 'The Iron Giant', 'The Running Man', 'Palm Springs', 'Snowpiercer', 'Bugonia']",3.20,3.56,-0.36
Action,136,"['Star Wars', 'The Empire Strikes Back', 'Return of the Jedi', 'Sicario', 'The Hunger Games: Mockingjay Part 2', 'Ant-Man', 'Spectre', 'The Matrix', 'Kill Bill: Vol. 1', 'The Incredibles', 'The Avengers', 'Avengers: Age of Ultron', 'Need for Speed', 'Batman Begins', 'Captain Phillips', 'The Hunger Games', '21 Jump Street', 'This Means War', 'Pacific Rim', 'Iron Man 3', 'The Hobbit: The Desolation of Smaug', 'Guardians of the Galaxy', 'Captain America: The Winter Soldier', 'Edge of Tomorrow', 'Spy', 'Star Wars: The Force Awakens', 'Battleship', 'Zombeavers', 'Kingsman: The Secret Service', 'Iron Sky', 'The Dark Knight Rises', 'Lazer Team', 'Big Hero 6', 'Deadpool', 'How to Train Your Dragon 2', 'Ratchet & Clank', 'Captain America: Civil War', 'Warcraft', 'The Nice Guys', 'The Wave', 'Ghostbusters', 'Rush', 'From Dusk Till Dawn', 'The Bourne Identity', 'The Bourne Supremacy', 'The Bourne Ultimatum', 'Jason Bourne', 'Inferno', 'Doctor Strange', 'Bad Ass', 'Hardcore Henry', 'Oldboy', 'Rogue One: A Star Wars Story', ""Assassin's Creed"", 'Inception', 'Snitch', 'The Hobbit: An Unexpected Journey', 'John Wick: Chapter 2', 'Patriots Day', 'Logan', 'Hot Fuzz', 'Guardians of the Galaxy Vol. 2', 'Aliens', 'Alien³', 'Alien Resurrection', 'John Wick', 'Scott Pilgrim vs. the World', 'Baby Driver', 'Dunkirk', 'The Terminator', 'Terminator 2: Judgment Day', 'Atomic Blonde', 'Thor: Ragnarok', 'Die Hard 2', 'Die Hard With a Vengeance', 'Kingsman: The Golden Circle', 'Predator', 'Live Free or Die Hard', 'Star Wars: The Last Jedi', 'Starship Troopers', 'Hellboy', 'Independence Day', 'Avengers: Infinity War', 'Romancing the Stone', 'Deadpool 2', 'Ready Player One', 'Akira', 'Lucy', 'Train to Busan', 'Big Trouble in Little China', 'Star Wars: Episode I – The Phantom Menace', 'John Wick: Chapter 3 – Parabellum', 'Star Wars: The Rise of Skywalker', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'Machete', 'The Karate Kid', 'Tenet', 'Valerian and the City of a Thousand Planets', 'RoboCop', 'Outland', 'The Mummy', 'Raya and the Last Dragon', 'The Mask of Zorro', ""The World's End"", 'Dune (1984)', 'Spider-Man: Homecoming', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home', 'RRR', 'John Wick: Chapter 4', 'The Unbearable Weight of Massive Talent', 'Spider-Man: Into the Spider-Verse', 'Star Trek III: The Search for Spock', 'Star Trek V: The Final Frontier', 'Star Trek VI: The Undiscovered Country', 'Iron Man', 'Avengers: Endgame', 'Die Hard', 'Guardians of the Galaxy Vol. 3', 'The Lord of the Rings: The Fellowship of the Ring', 'Jackass Forever', 'The Fall Guy', 'Snakes on a Plane', 'Everything Everywhere All at Once', 'In Order of Disappearance', 'Raiders of the Lost Ark', 'Black Panther', 'Gladiator', 'Harakiri', 'Sinners', 'Seven Samurai', 'The Rock', 'One Battle After Another', 'The Running Man', 'Snowpiercer']",3.17,3.54,-0.37
Thriller,162,"['Sicario', 'Spectre', 'The Shining', 'Pulp Fiction', 'Se7en', 'Reservoir Dogs', 'The Silence of the Lambs', 'Memento', 'Children of Men', 'Gone Girl', 'Sin City', 'Nightcrawler', 'Need for Speed', '127 Hours', 'Captain Phillips', 'The Da Vinci Code', 'The Hunger Games', 'Argo', 'Gravity', 'The Imitation Game', 'The Gift', 'Mystic River', 'Donnie Brasco', 'Battleship', 'Escape from Alcatraz', 'Bridge of Spies', 'The Dark Knight Rises', 'The Departed', 'Rear Window', 'Vertigo', 'The Maltese Falcon', 'Dial M for Murder', 'Psycho', 'A Streetcar Named Desire', 'Elle', 'The Wave', 'Jaws', 'Now You See Me 2', 'From Dusk Till Dawn', 'The Bourne Identity', 'The Bourne Supremacy', 'The Bourne Ultimatum', 'Jason Bourne', 'Snowden', 'Inferno', 'Oldboy', 'Whiplash', 'Snitch', ""Rosemary's Baby"", 'Gold', 'Gattaca', 'Blade Runner', 'John Wick: Chapter 2', 'No Country for Old Men', 'Patriots Day', 'Twin Peaks', 'Aliens', 'Caché', 'John Wick', 'Fight Club', 'Zodiac', 'The Terminator', 'Terminator 2: Judgment Day', 'Atomic Blonde', 'Blow Out', 'You Were Never Really Here', 'Die Hard 2', 'Die Hard With a Vengeance', 'Predator', 'Live Free or Die Hard', 'Get Out', 'Starship Troopers', 'Prisoners', 'Valkyrie', 'Blue Velvet', 'Hereditary', 'Good Time', 'The Invitation', 'Pride and Prejudice and Zombies', 'Train to Busan', 'The Abyss', 'A Scanner Darkly', 'The Game', 'Bird Box', 'Inglourious Basterds', 'Antichrist', ""All the President's Men"", 'John Wick: Chapter 3 – Parabellum', 'Funny Games', 'We Need to Talk About Kevin', 'Soylent Green', 'Son of Saul', 'Zero Dark Thirty', 'Once Upon a Time... in Hollywood', 'Cube', 'Searching', 'Perfect Blue', 'Chinatown', 'The Fanatic', 'Joker', 'Replicas', 'Parasite', 'Green Room', 'Uncut Gems', 'Polytechnique', 'Blow-Up', 'The Lighthouse', 'Room', 'Machete', 'Andhadhun', 'The Invisible Guest', 'The Handmaiden', 'Crash', 'Tenet', 'Split', 'Eyes Wide Shut', 'RoboCop', ""Ocean's Eleven"", 'Outland', 'Double Indemnity', 'Veronica', '6 Souls', 'Memories of Murder', 'American Psycho', 'Promising Young Woman', 'Hush', 'Wild at Heart', 'Thirteen Lives', 'The Menu', 'John Wick: Chapter 4', 'The Lives of Others', 'Wind River', 'Star Trek III: The Search for Spock', 'The Day After Tomorrow', 'Inside Man', 'Star Trek V: The Final Frontier', 'Star Trek VI: The Undiscovered Country', 'The Killer', 'Anatomy of a Fall', 'Die Hard', 'The Vanishing', 'Snakes on a Plane', 'Blood Simple', 'Fargo', 'In Order of Disappearance', 'Babygirl', 'Mulholland Drive', 'The Skin I Live In', 'Sinners', 'Black Bag', 'Juror #2', 'Love Lies Bleeding', 'The Rock', 'Companion', 'Kiss Kiss Bang Bang', 'L.A. Confidential', 'Dangerous Animals', 'One Battle After Another', 'The Running Man', 'Wake Up Dead Man', 'Marty Supreme', 'Bugonia']",3.41,3.72,-0.30
Crime,114,"['Sicario', 'Pulp Fiction', 'Se7en', 'Reservoir Dogs', 'The Silence of the Lambs', 'Kill Bill: Vol. 1', 'Requiem for a Dream', 'Sin City', 'Nightcrawler', 'Need for Speed', 'Batman Begins', 'The Wolf of Wall Street', 'The Green Mile', '21 Jump Street', 'American Hustle', 'Spy', 'Mystic River', 'Donnie Brasco', 'Kingsman: The Secret Service', 'The Dark Knight Rises', 'The Departed', 'Catch Me If You Can', 'The Maltese Falcon', 'On the Waterfront', 'Dial M for Murder', 'The Nice Guys', 'Now You See Me 2', 'From Dusk Till Dawn', 'War Dogs', 'City of God', 'Monster', 'Taxi Driver', 'Hell or High Water', 'Snowden', 'The Big Lebowski', 'Making a Murderer', 'John Wick: Chapter 2', 'The Fear of 13', 'No Country for Old Men', 'Patriots Day', 'Hot Fuzz', 'Dear Zachary: A Letter to a Son About His Father', 'Baby Driver', 'Zodiac', 'Badlands', 'Blow Out', 'You Were Never Really Here', 'Kingsman: The Golden Circle', 'Prisoners', 'Dancer in the Dark', 'Blue Velvet', 'O Brother, Where Art Thou?', 'Good Time', 'Bullhead', 'Mean Streets', 'John Wick: Chapter 3 – Parabellum', 'Soylent Green', 'The Conversation', 'Chinatown', 'The Fanatic', 'Joker', 'Green Room', 'The Irishman', 'Uncut Gems', 'Polytechnique', 'Cool Hand Luke', 'Knives Out', 'Andhadhun', 'Breathless', ""Ocean's Eleven"", 'Outland', 'Double Indemnity', 'Police Academy', 'Three Billboards Outside Ebbing, Missouri', 'Spring Breakers', 'The Last House on the Left', 'Memories of Murder', 'American Psycho', 'Promising Young Woman', 'Wild at Heart', 'West Side Story', 'In Bruges', ""Benny's Video"", 'John Wick: Chapter 4', 'The Unbearable Weight of Massive Talent', 'Wind River', 'Stand by Me', 'Game Night', 'Once Upon a Time in Anatolia', 'Inside Man', 'Killers of the Flower Moon', 'The Killer', 'Anatomy of a Fall', 'Who Framed Roger Rabbit', 'Austin Powers: International Man of Mystery', 'Witness for the Prosecution', 'Hit Man', 'Snakes on a Plane', 'Blood Simple', 'Fargo', 'In Order of Disappearance', 'The Godfather', 'The Godfather Part II', 'BlacKkKlansman', '25th Hour', 'Adaptation.', 'Some Like It Hot', 'Love Lies Bleeding', 'Kiss Kiss Bang Bang', 'L.A. Confidential', 'Boyz n the Hood', 'One Battle After Another', 'Rashomon', 'Glass Onion']",3.50,3.84,-0.34
